Orthogroup	Duplications (all)	Duplications (50% support)
OG0017425	4	4
OG0017426	4	4
OG0017427	4	4
OG0017428	4	4
OG0017429	5	5
OG0017430	5	5
OG0017431	6	6
OG0017432	6	6
OG0017433	6	6
OG0017434	6	6
OG0017435	5	5
OG0017436	6	6
OG0017437	3	3
OG0017438	4	4
OG0017439	5	5
OG0017440	5	5
OG0017441	4	4
OG0017442	5	5
OG0017443	6	6
OG0017444	6	6
OG0017445	6	6
OG0017446	5	5
OG0017447	5	5
OG0017448	6	6
OG0017449	6	6
OG0017450	5	5
OG0017451	6	6
OG0017452	6	6
OG0017453	5	5
OG0017454	3	3
OG0017455	6	6
OG0017456	4	4
OG0017457	5	5
OG0017458	3	3
OG0017459	5	5
OG0017460	5	5
OG0017461	4	4
OG0017462	5	5
OG0017463	3	3
OG0017464	3	3
OG0017465	6	6
OG0017466	5	5
OG0017467	6	6
OG0017468	5	5
OG0017469	4	4
OG0017470	6	6
OG0017471	6	6
OG0017472	4	4
OG0017473	4	4
OG0017474	5	5
OG0017475	6	6
OG0017476	6	6
OG0017477	5	5
OG0017478	5	5
OG0017479	6	6
OG0017480	6	6
OG0017481	6	6
OG0017482	5	5
OG0017483	4	4
OG0017484	6	6
OG0017485	5	5
OG0017486	5	5
OG0017487	5	5
OG0017488	6	6
OG0017489	6	6
OG0017490	6	6
OG0017491	6	6
OG0017492	6	6
OG0017493	6	6
OG0017494	6	6
OG0017495	6	6
OG0017496	6	6
OG0017497	6	6
OG0017498	6	6
OG0017499	6	6
OG0017500	6	6
OG0017501	6	6
OG0017502	6	6
OG0017503	6	6
OG0017504	6	6
OG0017505	6	6
OG0017506	6	6
OG0017507	6	6
OG0017508	6	6
OG0017509	6	6
OG0017510	6	6
OG0017511	6	6
OG0017512	6	6
OG0017513	6	6
OG0017514	6	6
OG0017515	5	5
OG0017516	6	6
OG0017517	6	6
OG0017518	6	6
OG0017519	6	6
OG0017520	6	6
OG0017521	6	6
OG0017522	6	6
OG0017523	6	6
OG0017524	6	6
OG0017525	6	6
OG0017526	6	6
OG0017527	6	6
OG0017528	6	6
OG0017529	6	6
OG0017530	5	5
OG0017531	6	6
OG0017532	6	6
OG0017533	6	6
OG0017534	6	6
OG0017535	6	6
OG0017536	6	6
OG0017537	6	6
OG0017538	6	6
OG0017539	6	6
OG0017540	6	6
OG0017541	6	6
OG0017542	6	6
OG0017543	6	6
OG0017544	6	6
OG0017545	6	6
OG0017546	6	6
OG0017547	6	6
OG0017548	6	6
OG0017549	6	6
OG0017550	5	5
OG0017551	4	4
OG0017552	5	5
OG0017553	5	5
OG0017554	5	5
OG0017555	4	4
OG0017556	5	5
OG0017557	5	5
OG0017558	5	5
OG0017559	5	5
OG0017560	5	5
OG0017561	5	5
OG0017562	4	4
OG0017563	5	5
OG0017564	5	5
OG0017565	5	5
OG0017566	3	3
OG0017567	5	5
OG0017568	4	4
OG0017569	5	5
OG0017570	5	5
OG0017571	5	5
OG0017572	5	5
OG0017573	3	3
OG0017574	5	5
OG0017575	5	5
OG0017576	5	5
OG0017577	5	5
OG0017578	4	4
OG0017579	5	5
OG0017580	5	5
OG0017581	5	5
OG0017582	5	5
OG0017583	5	5
OG0017584	5	5
OG0017585	5	5
OG0017586	5	5
OG0017587	5	5
OG0017588	2	2
OG0017589	2	2
OG0017590	0	0
OG0017591	5	5
OG0017592	5	5
OG0017593	4	4
OG0017594	5	5
OG0017595	5	5
OG0017596	5	5
OG0017597	5	5
OG0017598	5	5
OG0017599	5	5
OG0017600	5	5
OG0017601	2	2
OG0017602	5	5
OG0017603	5	5
OG0017604	5	5
OG0017605	4	4
OG0017606	5	5
OG0017607	5	5
OG0017608	3	2
OG0017609	5	5
OG0017610	5	5
OG0017611	5	5
OG0017612	3	3
OG0017613	3	3
OG0017614	1	1
OG0017615	2	2
OG0017616	3	3
OG0017617	4	4
OG0017618	3	3
OG0017619	5	5
OG0017620	3	3
OG0017621	5	5
OG0017622	5	5
OG0017623	5	5
OG0017624	4	4
OG0017625	5	5
OG0017626	3	3
OG0017627	0	0
OG0017628	3	3
OG0017629	1	1
OG0017630	3	3
OG0017631	2	2
OG0017632	2	2
OG0017633	5	5
OG0017634	1	1
OG0017635	5	5
OG0017636	5	5
OG0017637	2	1
OG0017638	5	5
OG0017639	5	5
OG0017640	1	1
OG0017641	4	4
OG0017642	4	4
OG0017643	3	3
OG0017644	5	5
OG0017645	1	1
OG0017646	2	2
OG0017647	5	5
OG0017648	0	0
OG0017649	5	5
OG0017650	4	4
OG0017651	3	3
OG0017652	5	5
OG0017653	2	2
OG0017654	4	4
OG0017655	1	1
OG0017656	5	5
OG0017657	1	1
OG0017658	2	2
OG0017659	3	3
OG0017660	4	4
OG0017661	5	5
OG0017662	5	5
OG0017663	2	2
OG0017664	0	0
OG0017665	4	4
OG0017666	2	2
OG0017667	5	5
OG0017668	4	4
OG0017669	5	5
OG0017670	5	5
OG0017671	5	5
OG0017672	4	4
OG0017673	0	0
OG0017674	3	3
OG0017675	0	0
OG0017676	4	4
OG0017677	3	3
OG0017678	2	2
OG0017679	5	5
OG0017680	4	4
OG0017681	0	0
OG0017682	3	3
OG0017683	0	0
OG0017684	2	2
OG0017685	3	3
OG0017686	5	5
OG0017687	2	2
OG0017688	1	1
OG0017689	3	3
OG0017690	5	5
OG0017691	4	4
OG0017692	4	4
OG0017693	5	5
OG0017694	1	1
OG0017695	0	0
OG0017696	3	3
OG0017697	4	4
OG0017698	0	0
OG0017699	3	3
OG0017700	5	5
OG0017701	5	5
OG0017702	3	3
OG0017703	4	4
OG0017704	5	5
OG0017705	5	5
OG0017706	3	3
OG0017707	5	5
OG0017708	0	0
OG0017709	4	4
OG0017710	0	0
OG0017711	0	0
OG0017712	5	5
OG0017713	5	5
OG0017714	0	0
OG0017715	3	3
OG0017716	5	5
OG0017717	5	5
OG0017718	3	3
OG0017719	3	3
OG0017720	0	0
OG0017721	4	4
OG0017722	3	3
OG0017723	3	3
OG0017724	0	0
OG0017725	4	4
OG0017726	0	0
OG0017727	4	4
OG0017728	5	5
OG0017729	0	0
OG0017730	0	0
OG0017731	5	5
OG0017732	5	5
OG0017733	5	5
OG0017734	4	4
OG0017735	1	1
OG0017736	0	0
OG0017737	0	0
OG0017738	0	0
OG0017739	3	3
OG0017740	4	4
OG0017741	0	0
OG0017742	5	5
OG0017743	5	5
OG0017744	4	4
OG0017745	1	1
OG0017746	0	0
OG0017747	5	5
OG0017748	0	0
OG0017749	4	4
OG0017750	5	5
OG0017751	4	4
OG0017752	1	1
OG0017753	4	4
OG0017754	0	0
OG0017755	1	1
OG0017756	3	3
OG0017757	4	4
OG0017758	0	0
OG0017759	1	1
OG0017760	0	0
OG0017761	0	0
OG0017762	0	0
OG0017763	4	4
OG0017764	5	5
OG0017765	4	4
OG0017766	4	4
OG0017767	3	3
OG0017768	5	5
OG0017769	0	0
OG0017770	0	0
OG0017771	3	3
OG0017772	5	5
OG0017773	5	5
OG0017774	3	3
OG0017775	5	5
OG0017776	0	0
OG0017777	4	4
OG0017778	4	4
OG0017779	0	0
OG0017780	3	3
OG0017781	0	0
OG0017782	0	0
OG0017783	1	1
OG0017784	5	5
OG0017785	3	3
OG0017786	2	2
OG0017787	4	4
OG0017788	3	3
OG0017789	4	4
OG0017790	4	4
OG0017791	5	5
OG0017792	4	4
OG0017793	1	1
OG0017794	5	5
OG0017795	3	3
OG0017796	5	5
OG0017797	4	4
OG0017798	3	3
OG0017799	0	0
OG0017800	0	0
OG0017801	3	3
OG0017802	1	1
OG0017803	0	0
OG0017804	4	4
OG0017805	5	5
OG0017806	5	5
OG0017807	0	0
OG0017808	1	1
OG0017809	4	4
OG0017810	0	0
OG0017811	5	5
OG0017812	5	5
OG0017813	0	0
OG0017814	5	5
OG0017815	5	5
OG0017816	5	5
OG0017817	1	1
OG0017818	5	5
OG0017819	5	5
OG0017820	5	5
OG0017821	5	5
OG0017822	5	5
OG0017823	5	5
OG0017824	5	5
OG0017825	5	5
OG0017826	5	5
OG0017827	4	4
OG0017828	0	0
OG0017829	1	1
OG0017830	5	5
OG0017831	0	0
OG0017832	1	1
OG0017833	5	5
OG0017834	0	0
OG0017835	5	5
OG0017836	5	5
OG0017837	5	5
OG0017838	5	5
OG0017839	0	0
OG0017840	5	5
OG0017841	5	5
OG0017842	5	5
OG0017843	5	5
OG0017844	1	1
OG0017845	0	0
OG0017846	0	0
OG0017847	5	5
OG0017848	1	1
OG0017849	1	1
OG0017850	1	1
OG0017851	5	5
OG0017852	5	5
OG0017853	0	0
OG0017854	5	5
OG0017855	1	1
OG0017856	1	1
OG0017857	5	5
OG0017858	5	5
OG0017859	5	5
OG0017860	5	5
OG0017861	5	5
OG0017862	5	5
OG0017863	0	0
OG0017864	1	1
OG0017865	0	0
OG0017866	5	5
OG0017867	5	5
OG0017868	0	0
OG0017869	0	0
OG0017870	0	0
OG0017871	0	0
OG0017872	1	1
OG0017873	5	5
OG0017874	0	0
OG0017875	0	0
OG0017876	0	0
OG0017877	2	2
OG0017878	5	5
OG0017879	5	5
OG0017880	5	5
OG0017881	5	5
OG0017882	5	5
OG0017883	5	5
OG0017884	5	5
OG0017885	5	5
OG0017886	5	5
OG0017887	5	5
OG0017888	5	5
OG0017889	5	5
OG0017890	5	5
OG0017891	5	5
OG0017892	5	5
OG0017893	5	5
OG0017894	5	5
OG0017895	5	5
OG0017896	1	1
OG0017897	5	5
OG0017898	5	5
OG0017899	5	5
OG0017900	5	5
OG0017901	5	5
OG0017902	5	5
OG0017903	5	5
OG0017904	5	5
OG0017905	5	5
OG0017906	4	4
OG0017907	5	5
OG0017908	5	5
OG0017909	4	4
OG0017910	5	5
OG0017911	5	5
OG0017912	5	5
OG0017913	5	5
OG0017914	5	5
OG0017915	5	5
OG0017916	5	5
OG0017917	0	0
OG0017918	5	5
OG0017919	5	5
OG0017920	5	5
OG0017921	5	5
OG0017922	2	2
OG0017923	5	5
OG0017924	5	5
OG0017925	5	5
OG0017926	5	5
OG0017927	5	5
OG0017928	5	5
OG0017929	5	5
OG0017930	5	5
OG0017931	5	5
OG0017932	5	5
OG0017933	5	5
OG0017934	5	5
OG0017935	5	5
OG0017936	5	5
OG0017937	5	5
OG0017938	5	5
OG0017939	5	5
OG0017940	5	5
OG0017941	5	5
OG0017942	5	5
OG0017943	5	5
OG0017944	5	5
OG0017945	5	5
OG0017946	2	2
OG0017947	5	5
OG0017948	5	5
OG0017949	5	5
OG0017950	5	5
OG0017951	5	5
OG0017952	5	5
OG0017953	5	5
OG0017954	5	5
OG0017955	5	5
OG0017956	1	1
OG0017957	3	3
OG0017958	1	1
OG0017959	4	4
OG0017960	5	5
OG0017961	5	5
OG0017962	5	5
OG0017963	5	5
OG0017964	5	5
OG0017965	5	5
OG0017966	4	4
OG0017967	5	5
OG0017968	5	5
OG0017969	4	4
OG0017970	4	4
OG0017971	5	5
OG0017972	4	4
OG0017973	5	5
OG0017974	4	4
OG0017975	0	0
OG0017976	0	0
OG0017977	5	5
OG0017978	4	4
OG0017979	0	0
OG0017980	0	0
OG0017981	1	1
OG0017982	1	1
OG0017983	1	1
OG0017984	5	5
OG0017985	5	5
OG0017986	1	1
OG0017987	4	4
OG0017988	1	1
OG0017989	1	1
OG0017990	2	2
OG0017991	1	1
OG0017992	5	5
OG0017993	5	5
OG0017994	1	1
OG0017995	5	5
OG0017996	5	5
OG0017997	1	1
OG0017998	5	5
OG0017999	1	1
OG0018000	1	1
OG0018001	1	1
OG0018002	4	4
OG0018003	1	1
OG0018004	5	5
OG0018005	5	5
OG0018006	5	5
OG0018007	5	5
OG0018008	1	1
OG0018009	5	5
OG0018010	5	5
OG0018011	1	1
OG0018012	1	1
OG0018013	5	5
OG0018014	5	5
OG0018015	1	1
OG0018016	5	5
OG0018017	5	5
OG0018018	1	1
OG0018019	5	5
OG0018020	4	4
OG0018021	5	5
OG0018022	5	5
OG0018023	5	5
OG0018024	5	5
OG0018025	5	5
OG0018026	1	1
OG0018027	5	5
OG0018028	1	1
OG0018029	5	5
OG0018030	1	1
OG0018031	3	3
OG0018032	2	2
OG0018033	1	1
OG0018034	5	5
OG0018035	5	5
OG0018036	5	5
OG0018037	5	5
OG0018038	2	2
OG0018039	1	1
OG0018040	1	1
OG0018041	5	5
OG0018042	5	5
OG0018043	5	5
OG0018044	5	5
OG0018045	3	3
OG0018046	5	5
OG0018047	5	5
OG0018048	2	2
OG0018049	5	5
OG0018050	2	2
OG0018051	2	2
OG0018052	2	2
OG0018053	2	2
OG0018054	2	2
OG0018055	1	1
OG0018056	1	1
OG0018057	1	1
OG0018058	5	5
OG0018059	5	5
OG0018060	5	5
OG0018061	1	1
OG0018062	1	1
OG0018063	1	1
OG0018064	1	1
OG0018065	3	3
OG0018066	1	1
OG0018067	2	2
OG0018068	2	2
OG0018069	2	2
OG0018070	2	2
OG0018071	2	2
OG0018072	2	2
OG0018073	2	2
OG0018074	3	3
OG0018075	2	2
OG0018076	2	2
OG0018077	2	2
OG0018078	2	2
OG0018079	3	3
OG0018080	1	1
OG0018081	2	2
OG0018082	2	2
OG0018083	4	4
OG0018084	2	2
OG0018085	1	1
OG0018086	2	2
OG0018087	1	1
OG0018088	1	1
OG0018089	2	2
OG0018090	3	3
OG0018091	2	2
OG0018092	2	2
OG0018093	4	4
OG0018094	2	2
OG0018095	2	2
OG0018096	3	3
OG0018097	3	3
OG0018098	2	2
OG0018099	2	2
OG0018100	2	2
OG0018101	4	4
OG0018102	4	4
OG0018103	3	3
OG0018104	2	2
OG0018105	2	2
OG0018106	3	3
OG0018107	3	3
OG0018108	3	3
OG0018109	3	3
OG0018110	2	2
OG0018111	2	2
OG0018112	4	4
OG0018113	3	3
OG0018114	5	5
OG0018115	2	2
OG0018116	2	2
OG0018117	5	5
OG0018118	2	2
OG0018119	2	2
OG0018120	4	4
OG0018121	2	2
OG0018122	2	2
OG0018123	2	2
OG0018124	2	2
OG0018125	2	2
OG0018126	2	2
OG0018127	2	2
OG0018128	2	2
OG0018129	3	3
OG0018130	2	2
OG0018131	2	2
OG0018132	2	2
OG0018133	3	3
OG0018134	3	3
OG0018135	2	2
OG0018136	2	2
OG0018137	2	2
OG0018138	2	2
OG0018139	2	2
OG0018140	2	2
OG0018141	2	2
OG0018142	2	2
OG0018143	3	3
OG0018144	2	2
OG0018145	1	1
OG0018146	2	2
OG0018147	4	4
OG0018148	3	3
OG0018149	3	3
OG0018150	3	3
OG0018151	2	2
OG0018152	2	2
OG0018153	5	5
OG0018154	4	4
OG0018155	2	2
OG0018156	4	4
OG0018157	3	3
OG0018158	2	2
OG0018159	3	3
OG0018160	2	2
OG0018161	3	3
OG0018162	3	3
OG0018163	5	5
OG0018164	2	2
OG0018165	2	2
OG0018166	2	2
OG0018167	3	3
OG0018168	3	3
OG0018169	3	3
OG0018170	5	5
OG0018171	1	1
OG0018172	2	2
OG0018173	1	1
OG0018174	3	3
OG0018175	3	3
OG0018176	3	3
OG0018177	5	5
OG0018178	2	2
OG0018179	2	2
OG0018180	4	4
OG0018181	4	4
OG0018182	3	3
OG0018183	2	2
OG0018184	4	4
OG0018185	1	1
OG0018186	3	3
OG0018187	3	3
OG0018188	3	3
OG0018189	2	2
OG0018190	4	4
OG0018191	2	2
OG0018192	3	3
OG0018193	3	3
OG0018194	3	3
OG0018195	2	2
OG0018196	3	3
OG0018197	2	2
OG0018198	4	4
OG0018199	3	3
OG0018200	4	4
OG0018201	3	3
OG0018202	4	4
OG0018203	2	2
OG0018204	5	5
OG0018205	3	3
OG0018206	3	3
OG0018207	3	3
OG0018208	2	2
OG0018209	2	2
OG0018210	2	2
OG0018211	2	2
OG0018212	3	3
OG0018213	4	4
OG0018214	5	5
OG0018215	4	4
OG0018216	1	1
OG0018217	2	2
OG0018218	3	3
OG0018219	2	2
OG0018220	3	3
OG0018221	3	3
OG0018222	3	3
OG0018223	2	2
OG0018224	2	2
OG0018225	4	4
OG0018226	2	2
OG0018227	3	3
OG0018228	3	3
OG0018229	4	4
OG0018230	3	3
OG0018231	5	5
OG0018232	2	2
OG0018233	2	2
OG0018234	3	3
OG0018235	5	5
OG0018236	3	3
OG0018237	3	3
OG0018238	3	3
OG0018239	3	3
OG0018240	5	5
OG0018241	3	3
OG0018242	3	3
OG0018243	5	5
OG0018244	2	2
OG0018245	4	4
OG0018246	4	4
OG0018247	3	3
OG0018248	4	4
OG0018249	3	3
OG0018250	5	5
OG0018251	3	3
OG0018252	3	3
OG0018253	2	2
OG0018254	4	4
OG0018255	3	3
OG0018256	3	3
OG0018257	2	2
OG0018258	5	5
OG0018259	4	4
OG0018260	3	3
OG0018261	2	2
OG0018262	4	4
OG0018263	4	4
OG0018264	5	5
OG0018265	5	5
OG0018266	5	5
OG0018267	5	5
OG0018268	2	2
OG0018269	2	2
OG0018270	2	2
OG0018271	2	2
OG0018272	1	1
OG0018273	2	2
OG0018274	2	2
OG0018275	2	2
OG0018276	3	3
OG0018277	2	2
OG0018278	2	2
OG0018279	2	2
OG0018280	1	1
OG0018281	2	2
OG0018282	2	2
OG0018283	2	2
OG0018284	2	2
OG0018285	3	3
OG0018286	2	2
OG0018287	2	2
OG0018288	2	2
OG0018289	2	2
OG0018290	3	3
OG0018291	2	2
OG0018292	1	1
OG0018293	2	2
OG0018294	3	3
OG0018295	2	2
OG0018296	1	1
OG0018297	2	2
OG0018298	2	2
OG0018299	2	2
OG0018300	2	2
OG0018301	2	2
OG0018302	2	2
OG0018303	2	2
OG0018304	2	2
OG0018305	2	2
OG0018306	2	2
OG0018307	3	3
OG0018308	2	2
OG0018309	2	2
OG0018310	3	3
OG0018311	3	3
OG0018312	3	3
OG0018313	1	1
OG0018314	2	2
OG0018315	3	3
OG0018316	1	1
OG0018317	2	2
OG0018318	3	3
OG0018319	2	2
OG0018320	3	3
OG0018321	3	3
OG0018322	2	2
OG0018323	2	2
OG0018324	2	2
OG0018325	3	3
OG0018326	3	3
OG0018327	2	2
OG0018328	2	2
OG0018329	2	2
OG0018330	2	2
OG0018331	2	2
OG0018332	2	2
OG0018333	3	3
OG0018334	3	3
OG0018335	1	1
OG0018336	3	3
OG0018337	2	2
OG0018338	2	2
OG0018339	3	3
OG0018340	3	3
OG0018341	2	2
OG0018342	1	1
OG0018343	3	3
OG0018344	2	2
OG0018345	4	4
OG0018346	2	2
OG0018347	2	2
OG0018348	3	3
OG0018349	1	1
OG0018350	4	4
OG0018351	3	3
OG0018352	4	4
OG0018353	5	5
OG0018354	4	4
OG0018355	5	5
OG0018356	4	4
OG0018357	3	3
OG0018358	5	5
OG0018359	4	4
OG0018360	4	4
OG0018361	3	3
OG0018362	3	3
OG0018363	4	4
OG0018364	2	2
OG0018365	2	2
OG0018366	3	3
OG0018367	3	3
OG0018368	3	3
OG0018369	4	4
OG0018370	5	5
OG0018371	2	2
OG0018372	5	5
OG0018373	4	4
OG0018374	5	5
OG0018375	4	4
OG0018376	4	4
OG0018377	4	4
OG0018378	3	3
OG0018379	5	5
OG0018380	3	3
OG0018381	3	3
OG0018382	5	5
OG0018383	2	2
OG0018384	3	3
OG0018385	4	4
OG0018386	4	4
OG0018387	5	5
OG0018388	3	3
OG0018389	5	5
OG0018390	3	3
OG0018391	5	5
OG0018392	3	3
OG0018393	4	4
OG0018394	5	5
OG0018395	5	5
OG0018396	3	3
OG0018397	5	5
OG0018398	4	4
OG0018399	4	4
OG0018400	5	5
OG0018401	5	5
OG0018402	3	3
OG0018403	3	3
OG0018404	5	5
OG0018405	5	5
OG0018406	5	5
OG0018407	4	4
OG0018408	5	5
OG0018409	4	4
OG0018410	5	5
OG0018411	4	4
OG0018412	4	4
OG0018413	4	4
OG0018414	5	5
OG0018415	5	5
OG0018416	3	3
OG0018417	5	5
OG0018418	4	4
OG0018419	4	4
OG0018420	4	4
OG0018421	5	5
OG0018422	3	3
OG0018423	3	3
OG0018424	5	5
OG0018425	3	3
OG0018426	4	4
OG0018427	4	4
OG0018428	5	5
OG0018429	5	5
OG0018430	4	4
OG0018431	4	4
OG0018432	3	3
OG0018433	4	4
OG0018434	5	5
OG0018435	3	3
OG0018436	5	5
OG0018437	5	5
OG0018438	4	4
OG0018439	5	5
OG0018440	3	3
OG0018441	5	5
OG0018442	4	4
OG0018443	4	4
OG0018444	4	4
OG0018445	5	5
OG0018446	4	4
OG0018447	5	5
OG0018448	4	4
OG0018449	4	4
OG0018450	4	4
OG0018451	4	4
OG0018452	4	4
OG0018453	5	5
OG0018454	5	5
OG0018455	5	5
OG0018456	5	5
OG0018457	5	5
OG0018458	5	5
OG0018459	5	5
OG0018460	5	5
OG0018461	5	5
OG0018462	5	5
OG0018463	5	5
OG0018464	5	5
OG0018465	5	5
OG0018466	5	5
OG0018467	5	5
OG0018468	5	5
OG0018469	5	5
OG0018470	5	5
OG0018471	5	5
OG0018472	5	5
OG0018473	5	5
OG0018474	5	5
OG0018475	5	5
OG0018476	5	5
OG0018477	5	5
OG0018478	5	5
OG0018479	5	5
OG0018480	4	4
OG0018481	5	5
OG0018482	5	5
OG0018483	5	5
OG0018484	5	5
OG0018485	5	5
OG0018486	5	5
OG0018487	5	5
OG0018488	5	5
OG0018489	5	5
OG0018490	5	5
OG0018491	5	5
OG0018492	5	5
OG0018493	5	5
OG0018494	5	5
OG0018495	5	5
OG0018496	5	5
OG0018497	5	5
OG0018498	5	5
OG0018499	5	5
OG0018500	5	5
OG0018501	5	5
OG0018502	5	5
OG0018503	4	4
OG0018504	5	5
OG0018505	5	5
OG0018506	5	5
OG0018507	5	5
OG0018508	5	5
OG0018509	5	5
OG0018510	5	5
OG0018511	5	5
OG0018512	5	5
OG0018513	5	5
OG0018514	5	5
OG0018515	5	5
OG0018516	5	5
OG0018517	5	5
OG0018518	5	5
OG0018519	5	5
OG0018520	5	5
OG0018521	5	5
OG0018522	5	5
OG0018523	5	5
OG0018524	5	5
OG0018525	5	5
OG0018526	5	5
OG0018527	5	5
OG0018528	5	5
OG0018529	5	5
OG0018530	5	5
OG0018531	5	5
OG0018532	5	5
OG0018533	5	5
OG0018534	5	5
OG0018535	5	5
OG0018536	5	5
OG0018537	5	5
OG0018538	5	5
OG0018539	5	5
OG0018540	5	5
OG0018541	5	5
OG0018542	4	4
OG0018543	4	4
OG0018544	4	4
OG0018545	3	3
OG0018546	4	4
OG0018547	3	3
OG0018548	4	4
OG0018549	4	4
OG0018550	4	4
OG0018551	4	4
OG0018552	4	4
OG0018553	4	4
OG0018554	2	2
OG0018555	4	4
OG0018556	4	4
OG0018557	4	4
OG0018558	4	4
OG0018559	4	4
OG0018560	4	4
OG0018561	4	4
OG0018562	4	4
OG0018563	4	4
OG0018564	4	4
OG0018565	2	2
OG0018566	4	4
OG0018567	4	4
OG0018568	4	4
OG0018569	4	4
OG0018570	2	2
OG0018571	4	4
OG0018572	4	4
OG0018573	4	4
OG0018574	4	4
OG0018575	4	4
OG0018576	4	4
OG0018577	4	4
OG0018578	4	4
OG0018579	4	4
OG0018580	4	4
OG0018581	4	4
OG0018582	4	4
OG0018583	2	2
OG0018584	4	4
OG0018585	4	4
OG0018586	4	4
OG0018587	4	4
OG0018588	4	4
OG0018589	4	4
OG0018590	4	4
OG0018591	4	4
OG0018592	2	2
OG0018593	2	2
OG0018594	4	4
OG0018595	4	4
OG0018596	3	3
OG0018597	4	4
OG0018598	4	4
OG0018599	4	4
OG0018600	2	2
OG0018601	4	4
OG0018602	0	0
OG0018603	4	4
OG0018604	3	3
OG0018605	0	0
OG0018606	3	3
OG0018607	4	4
OG0018608	4	4
OG0018609	4	4
OG0018610	4	4
OG0018611	4	4
OG0018612	4	4
OG0018613	4	4
OG0018614	4	4
OG0018615	4	4
OG0018616	4	4
OG0018617	4	4
OG0018618	4	4
OG0018619	1	0
OG0018620	0	0
OG0018621	3	3
OG0018622	4	4
OG0018623	2	2
OG0018624	4	4
OG0018625	4	4
OG0018626	3	3
OG0018627	1	1
OG0018628	2	2
OG0018629	4	4
OG0018630	4	4
OG0018631	0	0
OG0018632	1	1
OG0018633	4	4
OG0018634	4	4
OG0018635	4	4
OG0018636	4	4
OG0018637	2	2
OG0018638	4	4
OG0018639	3	3
OG0018640	3	3
OG0018641	4	4
OG0018642	4	4
OG0018643	2	2
OG0018644	4	4
OG0018645	4	4
OG0018646	4	4
OG0018647	4	4
OG0018648	4	4
OG0018649	4	4
OG0018650	4	4
OG0018651	3	3
OG0018652	4	4
OG0018653	4	4
OG0018654	3	3
OG0018655	4	4
OG0018656	2	2
OG0018657	1	1
OG0018658	4	4
OG0018659	4	4
OG0018660	4	4
OG0018661	4	4
OG0018662	4	4
OG0018663	2	2
OG0018664	4	4
OG0018665	2	2
OG0018666	3	3
OG0018667	3	3
OG0018668	2	2
OG0018669	4	4
OG0018670	4	4
OG0018671	1	1
OG0018672	4	4
OG0018673	4	4
OG0018674	4	4
OG0018675	2	2
OG0018676	0	0
OG0018677	4	4
OG0018678	4	4
OG0018679	4	4
OG0018680	2	2
OG0018681	4	4
OG0018682	4	4
OG0018683	4	4
OG0018684	4	4
OG0018685	1	1
OG0018686	4	4
OG0018687	4	4
OG0018688	4	4
OG0018689	4	4
OG0018690	4	4
OG0018691	3	3
OG0018692	2	2
OG0018693	4	4
OG0018694	4	4
OG0018695	4	4
OG0018696	4	4
OG0018697	4	4
OG0018698	2	2
OG0018699	4	4
OG0018700	4	4
OG0018701	2	2
OG0018702	4	4
OG0018703	4	4
OG0018704	4	4
OG0018705	4	4
OG0018706	2	2
OG0018707	3	3
OG0018708	4	4
OG0018709	4	4
OG0018710	4	4
OG0018711	2	2
OG0018712	2	2
OG0018713	2	2
OG0018714	3	3
OG0018715	3	3
OG0018716	2	2
OG0018717	4	4
OG0018718	2	2
OG0018719	2	2
OG0018720	2	2
OG0018721	2	2
OG0018722	2	2
OG0018723	4	4
OG0018724	3	3
OG0018725	3	3
OG0018726	1	1
OG0018727	2	2
OG0018728	2	2
OG0018729	3	3
OG0018730	2	2
OG0018731	1	1
OG0018732	2	2
OG0018733	2	2
OG0018734	4	4
OG0018735	1	1
OG0018736	2	2
OG0018737	2	2
OG0018738	3	3
OG0018739	0	0
OG0018740	4	4
OG0018741	1	1
OG0018742	4	4
OG0018743	1	1
OG0018744	2	2
OG0018745	1	1
OG0018746	3	3
OG0018747	4	4
OG0018748	3	3
OG0018749	3	3
OG0018750	4	4
OG0018751	2	2
OG0018752	4	4
OG0018753	2	2
OG0018754	4	4
OG0018755	2	2
OG0018756	4	4
OG0018757	2	2
OG0018758	4	4
OG0018759	3	3
OG0018760	2	2
OG0018761	3	3
OG0018762	2	2
OG0018763	3	3
OG0018764	0	0
OG0018765	3	3
OG0018766	4	4
OG0018767	3	3
OG0018768	2	2
OG0018769	0	0
OG0018770	2	2
OG0018771	3	3
OG0018772	4	4
OG0018773	4	4
OG0018774	1	1
OG0018775	0	0
OG0018776	0	0
OG0018777	3	3
OG0018778	3	3
OG0018779	4	4
OG0018780	0	0
OG0018781	3	3
OG0018782	2	2
OG0018783	2	2
OG0018784	4	4
OG0018785	3	3
OG0018786	4	4
OG0018787	4	4
OG0018788	3	3
OG0018789	3	3
OG0018790	3	3
OG0018791	3	3
OG0018792	3	3
OG0018793	2	2
OG0018794	2	1
OG0018795	1	1
OG0018796	4	4
OG0018797	3	3
OG0018798	0	0
OG0018799	3	3
OG0018800	0	0
OG0018801	2	2
OG0018802	2	2
OG0018803	2	2
OG0018804	1	1
OG0018805	3	3
OG0018806	3	3
OG0018807	2	2
OG0018808	0	0
OG0018809	2	2
OG0018810	2	2
OG0018811	3	3
OG0018812	2	1
OG0018813	3	3
OG0018814	1	1
OG0018815	4	4
OG0018816	4	4
OG0018817	3	3
OG0018818	0	0
OG0018819	2	2
OG0018820	2	2
OG0018821	3	3
